Company Name,Website,City,Address,Company Stage,Focus Areas,Validation_Source
Topos Bio,http://missionbio.com/,San Francisco,"300 Utah Ave Suite 210, South San Francisco, CA 94080, USA",Pre-clinical/Startup,AI Drug Design,Existing
Tosk,http://www.tosk.com/,Mountain View,"2672 Bayshore Pkwy # 507, Mountain View, CA 94043, USA",Unknown,Small Molecules for Cancer,Existing
Totus Medicines,https://www.totusmedicines.com/,Emeryville,"1480 64th St #300, Emeryville, CA 94608, USA",Unknown,Covalent Small Molecules,Existing
Trace Neuroscience,http://www.traceneuro.com/,South San Francisco,"750 Gateway Blvd Suite 200, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Medicines to restore UNC13A function,Existing
Tradewind Bioscience,https://tradewindbio.com,San Carlos,"733 Industrial Road, San Carlos, CA",Pre-clinical/Startup,Antibody Therapy,Existing
Tranquis Therapeutics,,Redwood City,"3 Lagoon Dr #130, Redwood City, CA 94065, USA",Pre-clinical/Startup,Immunotherapeutics,Existing
Transcripta Bio,https://www.transcriptabio.com/,Palo Alto,"1804 Embarcadero Rd Suite #201, Palo Alto, CA 94303, USA",Pre-clinical/Startup,Drug Discovery for Monogenic Diseases,Existing
Trellis Bioscience,https://www.trellisbio.com/,Redwood City,"702 Marshall St #614, Redwood City, CA 94062, USA",Pre-clinical/Startup,Antibody Therapeutics,Existing
TriArm Therapeutics,,San Mateo,"3 Lagoon Dr #130, Redwood City, CA 94065, USA",Unknown,Non-viral CAR T Platform,Existing
Trident Bioscience,http://www.tribioscience.com/,Mountain View,"365 San Aleso Ave, Sunnyvale, CA 94085, USA",Unknown,Custom Protein Development Software,Existing
Trilo Therapeutics,https://trilo.bio/#/,San Francisco,"544b Bryant St, San Francisco, CA 94107, USA",Unknown,PPI inhibitors,Existing
Trilobio,https://trilo.bio/#/,San Francisco,"544b Bryant St, San Francisco, CA 94107, USA",Unknown,Lab Automation,Existing
Triplebar,https://www.triplebar.com/,Emeryville,"1250 45th St #150, Emeryville, CA 94608, USA",Unknown,Antibody Discovery Platform,Existing
Trishula Therapeutics,http://www.sutrobio.com/,South San Francisco,"111 Oyster Point Blvd, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Cancer Immunotherapy,Existing
TrueBinding,http://www.truebinding.com/,Foster City,"300 Lincoln Centre Dr, Foster City, CA 94404, USA",Pre-clinical/Startup,Biotherapeutics,Existing
Turn Biotechnologies,http://www.tribioscience.com/,Mountain View,"365 San Aleso Ave, Sunnyvale, CA 94085, USA",Unknown,mRNA Therapies,Existing
Twist Bioscience,http://www.twistbioscience.com/,South San Francisco,"681 Gateway Blvd, South San Francisco, CA 94080, USA",Unknown,"Synthetic DNA, genes and libraries",Existing
TwoStep Therapeutics,https://twosteptx.com,San Carlos,"733 Industrial Road, San Carlos, CA 94070",Pre-clinical/Startup,PIP Therapies,Existing
UCSF Benioff Children's Hospital Oakland,https://www.ucsfbenioffchildrens.org/locations/oakland,Oakland,"5700 Martin Luther King Jr Way, Oakland, CA 94609",Academic/Gov't,"Translational Pediatric Research & Core Facilities.
Translational biology; proteomics/genomics cores",Existing
USDA Western Regional Research Center,https://www.ars.usda.gov/pacific-west-area/albany-ca/wrrc/,Albany,"800 Buchanan St, Albany, CA 94710",Academic/Gov't,"Agricultural Research & Protein Chemistry & Enzymes.
Protein chemistry/enzymes; comp/analytical methods",Existing
Uh-Oh Labs,https://uhohlabs.com/,Santa Clara,"3485 Victor St, Santa Clara, CA 95054, USA",Unknown,Portable PCR-quality Diagnostics,Existing
Ultima Genomics,https://ultimagenomics.com/,Newark,"4209 Technology Dr, Fremont, CA 94538, USA",Unknown,"High-throughput, low-cost sequencing platform",Existing
Ultragenyx Pharmaceutical,https://www.ultragenyx.com,Novato,,,Rare disease therapeutics,BPG
Unchained Labs,https://www.unchainedlabs.com,Pleasanton,"4747 Willow Road, Pleasanton, CA 94588",Tools/Services/CDMO,"Biologics analytics instruments.
Protein stability & characterization tools; applications science roles.",Existing
Universal Brain,https://www.altoneuroscience.com/,Palo Alto,"650 Castro St #450, Mountain View, CA 94041, USA",Unknown,Precision psychiatry platforms using EEG wearables and AI,Existing
Unlearn,http://www.traceneuro.com/,San Francisco,"750 Gateway Blvd Suite 200, South San Francisco, CA 94080, USA",Clinical-Stage Biotech,Machine-learning technology that creates digital twins of patients in clinical trials,Existing
Until Labs,https://jnjinnovation.com/jlabs/locations/jlabs-ssf,San Francisco,"329 Oyster Point Blvd 3rd Floor, South San Francisco, CA 94080, USA",Unknown,Reversible Cryopreservation for Organ Procurement,Existing
Uptake Medical,http://www.sanjosebiocube.com/,San Jose,"5941 Optical Ct, San Jose, CA 95138, USA",Pre-clinical/Startup,"Non-surgical, non-implant therapy to improve breathing",Existing
VIAL Dermatology CRO,http://vial.com/,San Francisco,"1050 Battery St #150, San Francisco, CA 94111, USA",Clinical-Stage Biotech,"Computation Drug Discovery, Clinical Trial Software",Existing
VIAN Therapeutics,http://vial.com/,San Francisco,"1050 Battery St #150, San Francisco, CA 94111, USA",Unknown,Antiangiogenic for treating retinal blinding diseases,Existing
VIVUS,http://www.vivus.com/,Campbell,"900 E Hamilton Ave #550, Campbell, CA 95008, USA",Unknown,Small Molecules,Existing
VM Oncology,http://vmoncology.com/,Fremont,"47460 Fremont Blvd, Fremont, CA 94538, USA",Pre-clinical/Startup,Precision Oncology Drugs,Existing
VahatiCor,https://www.t45labs.com/,Santa Clara,"2903 Bunker Hill Ln #100, Santa Clara, CA 95054, USA",Pre-clinical/Startup,Refractory Angina Treatment Device,Existing
Valar Labs,https://www.valarlabs.com/,Palo Alto,"200 California Ave, Palo Alto, CA 94306, USA",Unknown,AI Tumor Analysis,Existing
Validation Systems,http://www.validationsystems.com/,Palo Alto,"988 San Antonio Rd, Palo Alto, CA 94303, USA",Tools/Services/CDMO,"Validation, environmental monitoring, water testing services",Existing
Valitor,https://www.valitorbio.com,Berkeley,"820 Heinz Avenue, Berkeley, CA 94710",Pre-clinical/Startup,MVP technology platform for ophthalmic medicines using multivalent biopolymers for potency and durability control.,Existing
Vantis Vascular,http://vascularbiosciences.com/,San Jose,"72 Santa Felicia Dr, Goleta, CA 93117, USA",Tools/Services/CDMO,Microcatheter,Existing
Varian Medical Systems,https://www.varian.com/,Palo Alto,"3100 Hansen Way, Palo Alto, CA 94304, USA",Unknown,Medical Devices & Software,Existing
VaxCyte,https://vaxcyte.com/,San Carlos,"825 Industrial Rd Suite 300, San Carlos, CA 94070, USA",Unknown,Conjugate vaccines and protein-based vaccines,Existing
Vaxart,https://www.vaxart.com/,South San Francisco,"170 Harbor Wy # 300, South San Francisco, CA 94080, USA",Unknown,Oral Vaccines,Existing
Vector Laboratories,https://vectorlabs.com/,Newark,"6737 Mowry Ave, Newark, CA 94560, USA",Tools/Services/CDMO,"Blotting Products, Antibodies",Existing
Veebot,http://www.valleybioservices.com/,Mountain View,"319 N Bernardo Ave, Mountain View, CA 94043, USA",Unknown,Robotic Needle Insertion,Existing
Veeva Systems,https://www.veeva.com/,Pleasanton,"4280 Hacienda Dr, Pleasanton, CA 94588, USA",Unknown,Life Science Software,Existing
Velorum Therapeutics,https://velorumtx.com/,South San Francisco,"329 Oyster Point Blvd 3rd Floor, South San Francisco, CA 94080, USA",Unknown,Biologics Targeting Heme,Existing
Veracyte,http://www.veracyte.com/,South San Francisco,"6000 Shoreline Ct #300, South San Francisco, CA 94080, USA",Unknown,Cytology Diagnostics,Existing
Verana Health,http://www.vir.bio/,San Francisco,"1800 Owens St, San Francisco, CA 94158, USA",Unknown,Clinical Database,Existing
Verge Genomics,http://www.vergegenomics.com/,South San Francisco,"131 Oyster Point Blvd #300, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Algorithm-based Drug Discovery,Existing
VeriSIM Life,https://verisimlife.com/,San Francisco,"1 Sansome St #1400, San Francisco, CA 94104, USA",Unknown,Biosimulations,Existing
Verily Life Sciences,https://verily.com/,South San Francisco,"269 E Grand Ave., South San Francisco, CA 94080, USA",Unknown,Using technology to solve health problems,Existing
Verseon,https://www.verseon.com/,San Jose,"5941 Optical Ct, San Jose, CA 95138, USA",Pre-clinical/Startup,Proprietary drug discovery platform,Existing
ViCardia Therapeutics,https://www.vicardia.com/about-us.html,San Francisco,"930 Montgomery St, San Francisco, CA 94133, USA",Unknown,Heart Failure Therapies,Existing
Via Nova Therapeutics,http://novabay.com/,Oakland,"2000 Powell St #1150, Emeryville, CA 94608, USA",Unknown,Small Molecule Antivirals,Existing
Viage Therapeutics,http://scribetx.com/,San Francisco,"1150 Marina Village Pkwy, Alameda, CA 94501, USA",Pre-clinical/Startup,Neurotherapeutics Acting on Gut,Existing
Viant Medical,https://viantmedical.com/,Fremont,"45581 Northport Loop W, Fremont, CA 94538, USA",Tools/Services/CDMO,Contract Medical Devices,Existing
Vibrant America Clinical Laboratory,https://www.vibrant-wellness.com/,Santa Clara,"3521 Leonard Ct, Santa Clara, CA 95054, USA",Unknown,Clinical Diagnostics,Existing
Vicinitas Therapeutics,http://www.tunitastherapeutics.com/,South San Francisco,"400 E Jamie Ct, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Protein stabilization platform to develop novel therapeutics in cancer and genetic disorders,Existing
Videra Surgical,http://www.vir.bio/,San Francisco,"1800 Owens St, San Francisco, CA 94158, USA",Unknown,Breast Marker for Orientation during cancer intervention,Existing
Vir Biotechnology,https://www.vir.bio,San Francisco,,,Infectious disease,BPG
Virtuoso Therapeutics,,San Mateo,"3 Lagoon Dr #130, Redwood City, CA 94065, USA",Tools/Services/CDMO,Therapeutic Antibodies,Existing
Visby Medical,http://www.visbymedical.com/,San Jose,"3010 N First St, San Jose, CA 95134, USA",Unknown,Diagnostics,Existing
Vista.ai,https://vista.ai/,Palo Alto,"431 Florence St STE 100, Palo Alto, CA 94301, USA",Unknown,MRI Software,Existing
Vistagen Therapeutics,http://www.vistagen.com/,South San Francisco,"343 Allerton Ave, South San Francisco, CA 94080, USA",Unknown,Stem Cell Technology,Existing
VitalConnect,http://www.vitalconnect.com/,San Jose,"2870 Zanker Rd #100, San Jose, CA 95134, USA",Unknown,Cardiac Monitoring Patch,Existing
Vivace Therapeutics,https://vivacetherapeutics.com,San Mateo,"1510 Fashion Island Blvd Ste 310, San Mateo, CA 94404",Clinical-Stage Biotech,Bispecific Antibodies,Existing
Vivani Medical,http://www.nanoprecisionmedical.com/,Alameda,"5858 Horton St # 280, Emeryville, CA 94608, USA",Pre-clinical/Startup,Implantable Drug Delivery Systems,Existing
Viz.ai,https://www.viz.ai/,San Francisco,"548 Market St, San Francisco, CA 94104, USA",Unknown,Healthcare Image Analysis,Existing
Wainamics,https://www.wainamics.com/,Campbell,"492 Division St, Campbell, CA 95008, USA",Tools/Services/CDMO,Microfluidics Solutions,Existing
West Coast Research,http://www.westcoastresearch.com/,Dublin,"7033 Village Pkwy Suite 211, Dublin, CA 94568, USA",Unknown,Clinical Research,Existing
Wield Therapeutics,http://abtherx.com/,Mountain View,"319 N Bernardo Ave, Mountain View, CA 94043, USA",Pre-clinical/Startup,Antibody Therapeutics,Existing
Wikipedia Entry Biotech,https://en.wikipedia.org/wiki/BioCompany,San Jose,,,Biotechnology,BPG
Wincal BioPharm,http://www.circlepharma.com/,South San Francisco,"169 Harbor Wy, South San Francisco, CA 94080, USA",Tools/Services/CDMO,Eyedrop Formulation of Therapeutic Antibodies,Existing
XCellAssay,http://xcellbio.com/,Berkeley,"455 Mission Bay Boulevard South, San Francisco, CA 94158, USA",Unknown,Low-cost measurement of hormones in ultra-low volumes of serum or urine,Existing
XII Medical,https://xiimedical.com/,Union City,"32980 Alvarado-Niles Rd 856 and #850, Union City, CA 94587, USA",Pre-clinical/Startup,neuromodulation therapy for sleep apnea,Existing
XOMA Corporation,https://www.xoma.com,Emeryville,"2200 Powell Street, Suite 310, Emeryville, CA 94608",Commercial-Stage Biotech,"Royalty aggregator; legacy antibody discovery.
Antibody/biologics royalty aggregator; legacy protein eng; minimal in-house R&D today",Existing
Xaira Therapeutics,,South San Francisco,"700 Gateway Blvd, South San Francisco, CA 94080, USA",Pre-clinical/Startup,AI Drug Discovery,Existing
Xcell Biosciences,http://xcellbio.com/,San Francisco,"455 Mission Bay Boulevard South, San Francisco, CA 94158, USA",Unknown,Cell culturing system,Existing
Xcell Science,,Novato,"5 Hamilton Landing #160c, Novato, CA 94949, USA",Unknown,"Stem cell lines, cellular research models",Existing
Ximedica,http://www.ximedica.com/,San Francisco,"375 Alabama St #410, San Francisco, CA 94110, USA",Tools/Services/CDMO,Medical Device Services,Existing
Xyphos,https://xyphosinc.com/contact/,South San Francisco,"480 Forbes Blvd, South San Francisco, CA 94080, USA",Unknown,Cell-based cancer therapies,Existing
Y-Trap,http://flytrapsf.com/,San Francisco,"606 Folsom St, San Francisco, CA 94107, USA",Pre-clinical/Startup,Novel platform of targeted multifunctional immunomodulatory antibody-ligand traps for cancer immunotherapy,Existing
YourChoice Therapeutics,https://www.yourchoicetx.com/contact,San Francisco,"1460 Mission St, San Francisco, CA 94103, USA",Unknown,Birth Control,Existing
Yuvan Research,https://www.drenbio.com/,Mountain View,"835 Industrial Rd Suite 400, San Carlos, CA 94070, USA",Unknown,Reversing Aging,Existing
ZAP Surgical,https://zapsurgical.com/,San Carlos,"590 Taylor Way, San Carlos, CA 94070, USA",Pre-clinical/Startup,Non-invasive Brain Tumor Treatment,Existing
ZKR Orthopedics,http://www.stoneclinic.com/,San Francisco,"3727 Buchanan St, San Francisco, CA 94123, USA",Unknown,Minimally invasive surgical alternatives for osteoarthritis and cartilage degeneration of the patellofemoral joint,Existing
Zai Lab,https://jnjinnovation.com/jlabs/locations/jlabs-ssf,South San Francisco,"329 Oyster Point Blvd 3rd Floor, South San Francisco, CA 94080, USA",Unknown,Small Molecules,Existing
Zeda,,Fremont,"47929 Fremont Blvd, Fremont, CA 94538, USA",Unknown,3D-printed Nanotech Spinal Devices,Existing
Zenflow,http://www.zenflow.com/,South San Francisco,"395 Oyster Point Blvd #501, South San Francisco, CA 94080, USA",Unknown,Device to alleviate obstructed urinary tract,Existing
Zenith Epigenetics,http://zenithepigenetics.com/,San Francisco,"4820 Richard Rd SW Suite 300, Calgary, AB T3E 6L1, Canada",Unknown,Orally-active small molecules,Existing
Zenshine Pharmaceuticals,http://www.zenscalpstudioca.com/,Burlingame,"851 California Dr suite A, Burlingame, CA 94010, USA",Unknown,Small Molecules,Existing
Zeon Systems,https://trilo.bio/#/,San Francisco,"544b Bryant St, San Francisco, CA 94107, USA",Unknown,Lab Automation,Existing
Zeto,https://zeto-inc.com/,Santa Clara,"4701 Patrick Henry Dr Building #25, Santa Clara, CA 95054, USA",Unknown,Dry Electrode EEG System,Existing
Zoll,http://www.zoll.com/,San Jose,"2000 Ringwood Ave, San Jose, CA 95131, USA",Unknown,"Medical Devices, Defibrillators",Existing
ZoneOne Pharma,http://www.zoneonepharma.com/,San Francisco,"409 Illinois St Rm 2089, San Francisco, CA 94158, USA",Tools/Services/CDMO,Liposome Services,Existing
Zymergen,https://www.zymergen.com,Emeryville,"5959 Horton Street, Suite 700, Emeryville, CA 94608",Pre-clinical/Startup,"Synthetic biology & materials innovation.
Note: Company filed for bankruptcy in 2021 but assets may have been acquired",Existing
ashibio,https://www.hanhaibiolabs.com/,Burlingame,"1633 Old Bayshore Hwy #280, Burlingame, CA 94010, USA",Pre-clinical/Startup,Novel  therapeutics for the treatment of bone and connective tissue disorders,Existing
atHeart Medical,https://atheartmedical.com,Santa Clara,"990 Linden Drive, Suite 210, Santa Clara, CA 95050",Pre-clinical/Startup,Atrial septal defect device,Existing
eLum Technologies,http://eluminc.com/,Fremont,"4918 Taylor Ct, Turlock, CA 95382, USA",Unknown,Medical Devices,Existing
iNanoBio,https://www.hexagonbio.com/,Menlo Park,"1490 O'Brien Dr, Menlo Park, CA 94025, USA",Unknown,3D nanopore – transistor device for sequencing the whole human genome with high accuracy,Existing
iQ Biosciences,https://iqbiosciences.com/,Alameda,"1640 S Loop Rd Suite 100, Alameda, CA 94502, USA",Tools/Services/CDMO,Drug Discovery Services,Existing
iRhythm Technologies,http://www.irhythmtech.com/,San Francisco,"699 8th St # 600, San Francisco, CA 94103, USA",Unknown,Remote heart analysis,Existing
iSono Health,http://www.sutrobio.com/,South San Francisco,"111 Oyster Point Blvd, South San Francisco, CA 94080, USA",Unknown,3D Breast Ultrasound Scanner,Existing
insitro,http://www.insitro.com/,South San Francisco,"279 E Grand Ave., South San Francisco, CA 94080, USA",Pre-clinical/Startup,"Machine Learning, Drug Discovery",Existing
iota Biosciences,,Alameda,"1010 Atlantic Ave, Alameda, CA 94501, USA",Unknown,Implantable Bioelectronic Devices,Existing
mFluiDx,http://www.dynavax.com/,Oakland,"2100 Powell St APT 720, Emeryville, CA 94608, USA",Unknown,Diagnostics at Primary Care Clinics,Existing
neuro42,https://neuro42.ai/contact.html,San Francisco,"2 Bryant St, San Francisco, CA 94105, USA",Unknown,"MRI, Robotic/AI platform",Existing
